jour;categorie;value
2017-08-25;Résidentiels;10556918010.0
2017-08-27;PME / PMI;3504190413.0
2017-09-23;PME / PMI;3852178939.0
2017-10-02;Professionnels;4012450680.0
2017-12-25;Entreprises;9132978663.0
2018-01-17;Entreprises;15269497453.0
2018-03-26;Professionnels;5349665243.0
2018-03-30;Résidentiels;21086112424.0
2018-03-30;PME / PMI;6342346476.0
2018-04-21;Entreprises;10047839181.0
2018-05-08;Résidentiels;11968666675.0
2018-05-08;Entreprises;10594192757.0
2018-05-08;Professionnels;2825896999.0
2018-05-11;Résidentiels;12882807026.0
2018-06-01;Professionnels;3783338010.0
2018-07-22;Professionnels;3176427677.0
2018-07-25;PME / PMI;5451155045.0
2018-07-28;Résidentiels;10903235453.0
2018-07-28;Entreprises;10358760365.0
2018-08-04;Entreprises;10270414426.0
2018-08-04;Professionnels;3913685072.0
2018-08-13;Résidentiels;9999059664.0
2018-10-16;Professionnels;4099827604.0
2018-11-23;PME / PMI;6575726668.0
2018-12-14;Professionnels;6992350844.0
2018-12-15;Résidentiels;30672805210.0
2019-01-11;Entreprises;15057651294.0
2019-01-27;Entreprises;9834184624.0
2019-02-07;Professionnels;6331058546.0
2019-02-12;Entreprises;15240179730.0
2019-02-16;Entreprises;10555241980.0
2019-03-15;Résidentiels;20144523858.0
2019-03-21;Entreprises;14494130990.0
2019-03-26;Professionnels;5163306123.0
2019-03-29;Résidentiels;16639824702.0
2019-06-11;PME / PMI;4935125915.0
2019-06-27;Résidentiels;11708214535.0
2019-06-27;PME / PMI;5398992536.0
2019-07-22;PME / PMI;5147028748.0
2019-08-04;PME / PMI;3697471737.0
2019-08-04;Professionnels;3209443360.0
2019-08-26;Entreprises;13169802482.0
2019-10-03;Entreprises;13971547962.0
2019-10-03;Professionnels;4186985049.0
2019-10-11;PME / PMI;4988087194.0
2020-02-16;PME / PMI;4174766473.0
2020-04-05;Résidentiels;17279209288.0
2020-04-05;Entreprises;7558951505.0
2020-04-05;PME / PMI;2756553779.0
2020-05-09;Entreprises;8148793660.0
2020-06-16;Résidentiels;11011002276.0
2020-06-26;PME / PMI;4599015302.0
2020-07-05;Résidentiels;12370869116.0
2020-07-07;Professionnels;3870862339.0
2020-07-12;Résidentiels;12198122850.0
2020-07-15;Entreprises;13282859051.0
2020-07-15;PME / PMI;5124068438.0
2020-07-15;Professionnels;3787328861.0
2020-08-21;PME / PMI;4749742887.0
2020-11-28;Résidentiels;21917700317.0
2020-12-26;Résidentiels;28162269077.0
2020-12-26;PME / PMI;5088572004.0
2021-01-09;PME / PMI;3674476675.0
2021-01-24;Professionnels;5332956763.0
2016-04-24;PME / PMI;3670903361.0
2016-05-10;PME / PMI;4841820265.0
2016-05-13;Résidentiels;12664025368.0
2016-05-13;Entreprises;13501045211.0
2016-05-24;Entreprises;14038136526.0
2016-06-14;Professionnels;3994453768.0
2016-06-19;PME / PMI;3415674411.0
2016-06-30;Professionnels;3977430066.0
2016-07-08;Entreprises;14629321931.0
2016-09-02;Professionnels;3972227900.0
2016-09-18;PME / PMI;3187364374.0
2016-11-04;PME / PMI;5706135458.0
2016-11-29;Entreprises;15598228026.0
2016-11-29;PME / PMI;7091417472.0
2016-11-29;Professionnels;6830547596.0
2016-11-30;Résidentiels;25753004991.0
2016-12-08;PME / PMI;6678339893.0
2016-12-17;PME / PMI;5375343184.0
2017-01-04;Professionnels;7536353766.0
2017-01-21;Entreprises;11811289541.0
2017-01-29;Résidentiels;27740854111.0
2017-01-29;Entreprises;9943801769.0
2017-01-29;Professionnels;5518448407.0
2017-02-01;PME / PMI;6611723553.0
2017-02-12;PME / PMI;5099249723.0
2017-02-28;Entreprises;15059026795.0
2017-02-28;PME / PMI;6556376695.0
2017-04-06;Professionnels;4587569958.0
2017-05-25;Professionnels;2824483680.0
2017-05-27;Résidentiels;11300443985.0
2017-06-24;Entreprises;10925956799.0
2017-07-12;Professionnels;3871948471.0
2017-08-08;Résidentiels;10217258386.0
2017-08-11;Résidentiels;10186744594.0
2017-08-20;Résidentiels;11005281867.0
2017-08-20;PME / PMI;3453092135.0
2017-09-05;Résidentiels;10572948657.0
2017-09-05;Entreprises;14318389873.0
2017-09-10;Professionnels;3122099875.0
2017-09-18;Résidentiels;12871091546.0
2017-09-26;PME / PMI;4792595555.0
2017-10-24;Professionnels;4513642956.0
2017-11-08;Entreprises;14995681426.0
2017-11-20;PME / PMI;6649226234.0
2017-12-26;Professionnels;6386617681.0
2017-12-29;Entreprises;11739669936.0
2017-12-31;PME / PMI;4928599107.0
2018-01-23;Entreprises;15042388084.0
2018-01-23;PME / PMI;6777086340.0
2018-02-20;PME / PMI;6823099463.0
2018-02-20;Professionnels;6507866500.0
2018-03-02;PME / PMI;7133787211.0
2018-06-08;Professionnels;3778065809.0
2018-06-11;Professionnels;3499275052.0
2018-06-13;PME / PMI;4759855811.0
2018-06-14;Résidentiels;10431719333.0
2018-06-14;PME / PMI;4874667534.0
2018-07-03;Professionnels;4084412692.0
2018-07-18;Résidentiels;10156230381.0
2018-09-08;Résidentiels;10865407061.0
2018-09-08;Entreprises;9955684942.0
2018-09-08;Professionnels;3601917715.0
2018-10-17;Professionnels;4087423095.0
2018-10-28;Résidentiels;21143081738.0
2018-11-12;Professionnels;4817929586.0
2018-11-24;Professionnels;5435695674.0
2018-12-18;Entreprises;15075565614.0
2019-01-06;PME / PMI;5109740704.0
2019-02-28;Résidentiels;18118642772.0
2019-02-28;Entreprises;14303191075.0
2019-03-10;Entreprises;9044744759.0
2019-03-11;Entreprises;13965973694.0
2019-03-19;PME / PMI;6056315527.0
2019-04-12;Professionnels;4943656650.0
2019-05-14;Résidentiels;12854101383.0
2019-05-14;Entreprises;13772704505.0
2019-06-20;PME / PMI;5101778351.0
2019-06-30;Entreprises;9702132528.0
2019-07-18;PME / PMI;5231056498.0
2019-07-21;Résidentiels;11519511935.0
2019-07-23;Professionnels;4317152926.0
2019-07-25;PME / PMI;5315014736.0
2019-10-10;Entreprises;14043536956.0
2019-10-10;Professionnels;4354839727.0
2019-11-29;Résidentiels;19983544216.0
2019-12-11;Entreprises;15173732735.0
2019-12-11;Professionnels;6488033021.0
2019-12-25;Résidentiels;21198057292.0
2020-01-08;Résidentiels;22420479432.0
2020-02-23;Résidentiels;21446160143.0
2020-02-23;Professionnels;4557719515.0
2020-02-25;Entreprises;14402179275.0
2020-03-12;Résidentiels;18673922899.0
2020-03-12;Entreprises;14123160464.0
2020-03-12;PME / PMI;5283392785.0
2020-03-12;Professionnels;5330286612.0
2020-03-28;Résidentiels;20251180397.0
2020-03-28;Entreprises;8323969032.0
2020-05-17;PME / PMI;2773995865.0
2020-05-18;PME / PMI;3868900667.0
2020-05-18;Professionnels;3384036622.0
2020-06-06;Entreprises;8833605652.0
2020-06-06;PME / PMI;3311575322.0
2020-06-07;PME / PMI;2825120155.0
2020-06-11;Résidentiels;11745607653.0
2020-06-11;Entreprises;12654229695.0
2020-06-11;PME / PMI;4336985413.0
2020-07-08;Entreprises;14152384123.0
2020-07-26;Résidentiels;12375510902.0
2020-08-02;Résidentiels;12441475752.0
2020-08-05;Résidentiels;11294455707.0
2020-08-05;PME / PMI;5169425275.0
2020-09-04;Professionnels;4253348572.0
2020-10-03;Entreprises;9656603676.0
2020-11-14;Entreprises;9518119252.0
2020-11-14;Professionnels;3885351689.0
2020-11-27;Résidentiels;20935342080.0
2021-01-08;PME / PMI;4251887700.0
2021-01-31;PME / PMI;2767617055.0
2021-01-31;Professionnels;4698733878.0
2021-03-07;PME / PMI;2553213895.0
2016-04-13;Entreprises;14007273995.0
2016-05-07;Résidentiels;12522535552.0
2016-05-27;Entreprises;13534266533.0
2016-05-27;PME / PMI;4595894100.0
2016-05-27;Professionnels;3917742873.0
2016-06-03;PME / PMI;5197204506.0
2016-06-11;Entreprises;9972235573.0
2016-06-18;Entreprises;9808976475.0
2016-06-18;Professionnels;3619563810.0
2016-06-23;PME / PMI;4963927842.0
2016-07-13;Entreprises;14061653753.0
2016-08-03;Résidentiels;10604131888.0
2016-08-11;Entreprises;11527886390.0
2016-08-14;Professionnels;2977216840.0
2016-08-20;PME / PMI;4145617544.0
2016-08-30;Professionnels;3794378083.0
2016-09-08;Résidentiels;10745558899.0
2016-09-25;Résidentiels;12211331691.0
2016-09-27;Entreprises;14253152863.0
2016-09-27;PME / PMI;4595313345.0
2016-10-09;Résidentiels;15769141882.0
2016-11-26;Entreprises;10559605578.0
2016-11-26;Professionnels;5043790657.0
2016-12-07;Entreprises;15386702553.0
2016-12-14;Résidentiels;24475496581.0
2016-12-14;Professionnels;6399160141.0
2017-02-19;Entreprises;9430389405.0
2017-02-20;Professionnels;5602627554.0
2017-02-24;Résidentiels;21356603232.0
2017-03-07;Entreprises;15050687238.0
2017-03-29;Entreprises;14221123641.0
2017-04-27;PME / PMI;5467764978.0
2017-05-06;PME / PMI;3990355506.0
2017-05-10;Professionnels;4204503445.0
2017-07-08;Professionnels;3609890560.0
2017-07-15;Entreprises;10006497417.0
2017-07-15;PME / PMI;4171794911.0
2017-07-31;Résidentiels;10775542500.0
2017-09-13;PME / PMI;4939078038.0
2017-10-16;Entreprises;13446732609.0
2017-10-16;PME / PMI;4541412966.0
2017-11-07;Résidentiels;20845637613.0
2017-11-07;Professionnels;6050135163.0
2017-11-24;Entreprises;14098591967.0
2017-11-24;PME / PMI;5952074600.0
2017-12-08;PME / PMI;6961728791.0
2017-12-11;Entreprises;14612135480.0
2018-01-10;Entreprises;14946388266.0
2018-02-18;PME / PMI;4962406675.0
2018-05-07;PME / PMI;3770329669.0
2018-05-18;Entreprises;13403504626.0
2018-06-05;Professionnels;3688850716.0
2018-06-19;Professionnels;3782941606.0
2018-06-20;Résidentiels;10720745726.0
2018-07-21;Résidentiels;10448485854.0
2018-07-21;PME / PMI;4361051400.0
2018-08-23;Résidentiels;10495415107.0
2018-09-17;PME / PMI;4818433999.0
2018-10-11;Entreprises;14236479123.0
2018-10-11;PME / PMI;5047582379.0
2018-10-22;Entreprises;13187082191.0
2019-01-04;Professionnels;6777325374.0
2019-01-12;Résidentiels;27940348581.0
2019-01-14;Professionnels;6033040115.0
2019-01-17;Professionnels;6434223412.0
2019-01-18;PME / PMI;7045718386.0
2019-04-05;Entreprises;13952931356.0
2019-04-05;Professionnels;5331261835.0
2019-04-13;Professionnels;4609770133.0
2019-05-20;PME / PMI;4870391155.0
2019-05-26;Résidentiels;12253629966.0
2019-05-26;Professionnels;3138160425.0
2019-07-02;Entreprises;14944595478.0
2019-07-02;Professionnels;3946352458.0
2019-08-19;Professionnels;3355542004.0
2019-09-14;Entreprises;10106814247.0
2019-10-08;Professionnels;4315058685.0
2019-10-12;Résidentiels;12868698271.0
2019-10-12;PME / PMI;3885434620.0
2019-10-13;Résidentiels;12841140208.0
2019-10-13;Professionnels;3428597948.0
2019-12-01;Entreprises;9639918730.0
2019-12-04;Résidentiels;27401172464.0
2019-12-04;Professionnels;6709293289.0
2020-01-14;Professionnels;6173284724.0
2020-01-18;Entreprises;10734919243.0
2020-01-26;Professionnels;5344515201.0
2020-03-08;Résidentiels;23556098007.0
2020-04-01;Professionnels;4169161478.0
2020-04-22;Entreprises;11104810894.0
2020-04-22;Professionnels;3276488036.0
2020-04-25;Entreprises;8198228599.0
2020-04-25;Professionnels;3039111494.0
2020-04-29;Professionnels;3272477842.0
2020-05-11;Professionnels;3593531369.0
2020-05-31;Entreprises;7787578811.0
2020-07-17;Résidentiels;11190592684.0
2020-08-17;Résidentiels;11185803214.0
2020-09-02;PME / PMI;4999911145.0
2020-09-07;Professionnels;3914609924.0
2020-10-05;Entreprises;13136245473.0
2020-11-23;Entreprises;13441626230.0
2020-11-30;Résidentiels;25177853705.0
2020-11-30;Professionnels;5834008543.0
2020-12-08;Entreprises;14817713071.0
2021-01-11;Entreprises;17426754188.0
2021-01-11;PME / PMI;4264618804.0
2021-01-21;Résidentiels;24179261961.0
2021-02-20;Professionnels;4529185004.0
2016-03-29;Résidentiels;18542644284.0
2016-04-02;Entreprises;10319804669.0
2016-04-02;Professionnels;4924077542.0
2016-04-04;Résidentiels;16525175482.0
2016-04-21;Résidentiels;14077892341.0
2016-05-17;Professionnels;4079746697.0
2016-07-05;Résidentiels;10605606113.0
2016-08-24;Résidentiels;10788209187.0
2016-08-24;Entreprises;14168552037.0
2016-09-15;PME / PMI;4707762577.0
2016-10-13;PME / PMI;5479019905.0
2016-10-26;Résidentiels;15537719462.0
2016-11-10;Résidentiels;21211405459.0
2016-11-10;Entreprises;14840957226.0
2016-12-15;Entreprises;15181770831.0
2016-12-15;Professionnels;6575867203.0
2017-01-07;Résidentiels;34235391120.0
2017-01-11;Entreprises;15496021011.0
2017-01-11;Professionnels;6665552349.0
2017-01-16;Professionnels;6940018405.0
2017-02-07;Résidentiels;23183391305.0
2017-02-09;Entreprises;15507425377.0
2017-02-15;Entreprises;14771758225.0
2017-03-08;Entreprises;15049573366.0
2017-03-20;PME / PMI;5928892542.0
2017-03-31;Résidentiels;13146754536.0
2017-03-31;Entreprises;13471109992.0
2017-04-10;Entreprises;13037542340.0
2017-05-21;Professionnels;3018549138.0
2017-06-11;Professionnels;2954895308.0
2017-07-19;Professionnels;3941104169.0
2017-08-10;Résidentiels;10087162404.0
2017-08-10;Professionnels;3588143044.0
2017-08-30;Professionnels;3898521056.0
2017-09-03;Résidentiels;11606287704.0
2017-09-04;Entreprises;13276832231.0
2017-09-07;Résidentiels;10591745765.0
2017-09-12;Résidentiels;11006684651.0
2017-09-12;Professionnels;4005255361.0
2017-10-13;Résidentiels;12064541863.0
2017-10-25;Professionnels;4327522486.0
2017-11-15;Résidentiels;22302037886.0
2017-11-21;Résidentiels;21056224662.0
2017-11-26;Entreprises;9659812536.0
2017-12-10;Entreprises;10077644876.0
2017-12-16;Professionnels;6034714033.0
2017-12-20;Entreprises;15101600205.0
2018-03-09;Entreprises;14337025149.0
2018-03-09;PME / PMI;6265393011.0
2018-05-14;Professionnels;4146799314.0
2018-05-22;Professionnels;3743938067.0
2018-06-21;Entreprises;14549444702.0
2018-06-26;Professionnels;3817120061.0
2018-06-27;PME / PMI;5148922007.0
2018-07-02;Entreprises;14237997492.0
2018-08-24;Résidentiels;10320652443.0
2018-08-27;Professionnels;3555079254.0
2018-09-13;Entreprises;14459433729.0
2018-09-22;Entreprises;10027868659.0
2018-09-23;PME / PMI;3314306232.0
2018-10-04;Entreprises;14221665380.0
2018-11-01;PME / PMI;4038733769.0
2018-11-22;PME / PMI;6948556569.0
2018-12-12;PME / PMI;6757807347.0
2018-12-24;Résidentiels;20510632194.0
2018-12-27;PME / PMI;6926334650.0
2019-02-11;PME / PMI;6652381468.0
2019-02-24;Professionnels;4443796682.0
2019-03-23;Résidentiels;17864125689.0
2019-03-28;Résidentiels;17541641822.0
2019-04-29;Entreprises;13006022240.0
2019-04-29;Professionnels;4303887901.0
2019-05-01;Résidentiels;14248510710.0
2019-05-01;PME / PMI;3406197459.0
2019-05-17;Résidentiels;12838762274.0
2019-05-21;PME / PMI;4993328709.0
2019-06-26;PME / PMI;5339891115.0
2019-06-28;Entreprises;14891864184.0
2019-06-29;Résidentiels;12474245495.0
2019-08-13;Résidentiels;9803738679.0
2019-09-11;Résidentiels;10846803011.0
2019-09-29;Résidentiels;12216525115.0
2019-09-30;Résidentiels;11120871311.0
2019-10-02;Résidentiels;11264698947.0
2019-10-02;PME / PMI;4887199328.0
2019-10-23;Entreprises;13903793663.0
2019-10-27;Résidentiels;15404893181.0
2019-10-27;PME / PMI;3325313519.0
2019-12-28;PME / PMI;5198846139.0
2020-02-05;Résidentiels;22574848414.0
2020-02-05;Entreprises;14866652216.0
2020-02-05;PME / PMI;6395202168.0
2020-02-21;PME / PMI;6063095884.0
2020-02-24;Entreprises;13600560568.0
2020-02-28;Entreprises;14223280055.0
2020-03-14;PME / PMI;4307901474.0
2020-03-30;Entreprises;10668729026.0
2020-04-07;Résidentiels;15128135241.0
2020-06-01;PME / PMI;3073737794.0
2020-06-20;PME / PMI;3644341839.0
2020-06-30;PME / PMI;4691349503.0
2020-07-28;Résidentiels;11601222250.0
2020-10-10;Résidentiels;16573304632.0
2020-10-10;PME / PMI;4455681274.0
2020-12-07;Résidentiels;27520217077.0
2020-12-07;PME / PMI;6228124729.0
2020-12-07;Professionnels;6123497412.0
2020-12-09;PME / PMI;6356893412.0
2020-12-18;Résidentiels;22127283145.0
2021-01-01;Résidentiels;29909545553.0
2021-02-07;Professionnels;4839303184.0
2021-03-14;PME / PMI;2394558903.0
2016-03-25;PME / PMI;6066273765.0
2016-05-16;PME / PMI;3355914598.0
2016-06-13;Résidentiels;11557708656.0
2016-07-15;PME / PMI;4289455368.0
2016-07-31;PME / PMI;3697558236.0
2016-08-23;Professionnels;3703777115.0
2016-09-17;Résidentiels;11506574001.0
2016-09-17;PME / PMI;3693183934.0
2016-09-29;Professionnels;4004570178.0
2016-10-20;Entreprises;14460467480.0
2016-10-20;PME / PMI;5230571852.0
2016-10-27;PME / PMI;5288140083.0
2016-12-11;Résidentiels;26086204343.0
2017-01-09;PME / PMI;7261372704.0
2017-01-09;Professionnels;6695533734.0
2017-03-25;Professionnels;4779985380.0
2017-03-27;Résidentiels;15984293270.0
2017-05-30;Professionnels;3745814650.0
2017-07-23;Résidentiels;11213477559.0
2017-09-11;Professionnels;3775749191.0
2017-09-19;PME / PMI;5121583388.0
2017-09-29;Entreprises;13864833592.0
2017-10-22;Professionnels;3563727672.0
2017-10-30;Entreprises;13343092638.0
2017-11-13;PME / PMI;6619192028.0
2017-11-18;Professionnels;5380115128.0
2017-11-22;Résidentiels;20161922005.0
2017-11-22;Professionnels;5691277353.0
2017-12-07;Résidentiels;26688395350.0
2018-01-19;PME / PMI;6592411042.0
2018-02-09;Professionnels;7580213583.0
2018-02-26;Résidentiels;32417858204.0
2018-03-17;Professionnels;5335109673.0
2018-04-25;PME / PMI;4718859243.0
2018-05-03;Résidentiels;14790661638.0
2018-07-26;Entreprises;15039000223.0
2018-08-10;Professionnels;3563289039.0
2018-08-21;PME / PMI;4901100976.0
2018-09-07;Résidentiels;10240489345.0
2018-09-18;PME / PMI;4944560792.0
2018-10-25;Entreprises;14054268533.0
2018-11-07;Entreprises;14371068566.0
2018-11-13;Résidentiels;16116849694.0
2018-12-01;PME / PMI;4999002339.0
2018-12-16;Résidentiels;28397933352.0
2018-12-28;Résidentiels;27554156048.0
2018-12-29;Résidentiels;27837139645.0
2019-01-29;PME / PMI;7567145508.0
2019-02-15;Résidentiels;23146276335.0
2019-03-14;Professionnels;5813754214.0
2019-04-02;Résidentiels;15114950070.0
2019-04-02;PME / PMI;5497630213.0
2019-04-14;PME / PMI;4003667082.0
2019-04-19;PME / PMI;4837252845.0
2019-04-19;Professionnels;4142380975.0
2019-04-22;Résidentiels;12756099447.0
2019-05-18;Professionnels;3788683923.0
2019-06-01;Professionnels;3475766308.0
2019-06-04;Entreprises;14191208088.0
2019-06-10;Résidentiels;12052532460.0
2019-06-10;Entreprises;9716467462.0
2019-06-10;Professionnels;3085580596.0
2019-07-01;Résidentiels;11467161856.0
2019-07-01;Entreprises;14120083391.0
2019-07-29;Résidentiels;10313909714.0
2019-08-06;Entreprises;12166271103.0
2019-08-14;Résidentiels;9876628957.0
2019-08-14;PME / PMI;4682790300.0
2019-08-24;Professionnels;3566517570.0
2019-09-10;PME / PMI;4935792194.0
2019-12-06;Entreprises;14827156011.0
2019-12-06;Professionnels;6744572608.0
2020-01-11;Résidentiels;24971762605.0
2020-01-19;Résidentiels;28152908296.0
2020-01-19;Entreprises;9840375880.0
2020-02-17;Résidentiels;20476355538.0
2020-03-03;Résidentiels;24069756438.0
2020-03-05;Entreprises;14500747203.0
2020-03-07;Professionnels;5502054027.0
2020-03-25;Professionnels;3997850018.0
2020-04-21;PME / PMI;3617503391.0
2020-04-24;Professionnels;3187250785.0
2020-05-26;Professionnels;3419146508.0
2020-05-27;Entreprises;12474215453.0
2020-05-30;Résidentiels;11602104722.0
2020-05-30;Professionnels;3249628600.0
2020-07-09;Professionnels;4092017417.0
2020-07-11;Résidentiels;11975563348.0
2020-07-19;Entreprises;8979142981.0
2020-08-09;Résidentiels;13106779373.0
2020-09-18;Résidentiels;11209295178.0
2020-09-21;Résidentiels;11128485041.0
2020-11-17;PME / PMI;5303478007.0
2020-11-17;Professionnels;4603648916.0
2020-11-18;Résidentiels;17849991221.0
2021-01-05;Entreprises;17507033580.0
2021-01-10;Professionnels;5892132009.0
2021-02-12;PME / PMI;4299205111.0
2021-02-14;Professionnels;5936042305.0
2021-02-24;Professionnels;4522588525.0
2021-02-27;PME / PMI;2690309826.0
2016-05-03;Entreprises;13847939610.0
2016-05-22;Entreprises;8369453490.0
2016-05-22;PME / PMI;3365288576.0
2016-06-04;Résidentiels;12640015957.0
2016-06-12;PME / PMI;3335924843.0
2016-07-21;Professionnels;3898789936.0
2016-08-02;Résidentiels;10572122848.0
2016-08-02;PME / PMI;4993537222.0
2016-08-18;Résidentiels;10376956921.0
2016-08-19;Résidentiels;10428357182.0
2016-08-19;PME / PMI;4774107136.0
2016-08-19;Professionnels;3729998562.0
2016-11-01;Résidentiels;17213454177.0
2016-11-19;PME / PMI;4937522768.0
2016-12-12;Résidentiels;24526145560.0
2017-01-22;Résidentiels;34369029243.0
2017-02-05;Professionnels;5199245168.0
2017-03-02;Résidentiels;20870813376.0
2017-03-17;Professionnels;4886524440.0
2017-04-02;Entreprises;8750743783.0
2017-04-09;Résidentiels;13655801002.0
2017-05-12;Résidentiels;12576315834.0
2017-05-14;Résidentiels;13163189506.0
2017-05-20;PME / PMI;3826197326.0
2017-05-28;Résidentiels;11798770987.0
2017-06-12;Entreprises;13709707311.0
2017-06-12;PME / PMI;4819656433.0
2017-06-18;Professionnels;3060660943.0
2017-07-21;Entreprises;13998935340.0
2017-07-27;Résidentiels;10475942540.0
2017-08-18;Entreprises;11904832948.0
2017-08-28;Entreprises;13801965576.0
2017-10-08;Professionnels;3459689822.0
2017-10-27;Professionnels;4398290012.0
2017-12-13;PME / PMI;7030198396.0
2017-12-17;Entreprises;10185633336.0
2017-12-17;Professionnels;5599159879.0
2017-12-24;PME / PMI;4928128302.0
2018-01-09;Résidentiels;23643204204.0
2018-01-21;PME / PMI;4917959819.0
2018-02-13;PME / PMI;7694598471.0
2018-02-13;Professionnels;7557962779.0
2018-02-14;PME / PMI;7385876428.0
2018-02-16;Résidentiels;24221553177.0
2018-02-16;Entreprises;14573267017.0
2018-02-21;Professionnels;6739405221.0
2018-02-22;Résidentiels;28526673282.0
2018-02-22;PME / PMI;7237089546.0
2018-03-07;PME / PMI;6520658283.0
2018-04-18;Résidentiels;12273997175.0
2018-04-30;Entreprises;11334555524.0
2018-06-07;Professionnels;3732216760.0
2018-07-31;Professionnels;4030923608.0
2018-08-08;Résidentiels;10534707774.0
2018-08-09;Entreprises;11895908885.0
2018-08-30;Entreprises;13916906947.0
2018-09-10;Entreprises;13526545181.0
2018-10-05;Entreprises;13706581729.0
2018-11-17;Résidentiels;20902190049.0
2019-02-06;Entreprises;15303260271.0
2019-02-06;Professionnels;6379072378.0
2019-02-18;Résidentiels;21513417628.0
2019-02-21;Professionnels;5569930955.0
2019-05-06;Entreprises;13144554217.0
2019-05-19;Entreprises;8444839667.0
2019-05-19;PME / PMI;3469824401.0
2019-05-30;Professionnels;3224752295.0
2019-07-12;Entreprises;14472697918.0
2019-08-17;Entreprises;8965488665.0
2019-08-17;PME / PMI;4025591836.0
2019-08-31;PME / PMI;4031831872.0
2019-09-05;PME / PMI;4821312799.0
2019-09-12;Résidentiels;10535002501.0
2019-09-12;PME / PMI;4936419118.0
2019-09-13;Entreprises;13751277894.0
2019-10-01;Résidentiels;10812268179.0
2019-11-07;Entreprises;14420793470.0
2019-11-07;PME / PMI;6241247130.0
2019-11-07;Professionnels;5310759430.0
2019-12-17;PME / PMI;5974608814.0
2019-12-17;Professionnels;5810601741.0
2020-02-15;Entreprises;10370292454.0
2020-02-15;Professionnels;5186099345.0
2020-02-18;Professionnels;5709426559.0
2020-03-01;Entreprises;9302922819.0
2020-03-01;PME / PMI;4395817926.0
2020-03-15;Entreprises;8842807428.0
2020-03-19;Professionnels;3638790843.0
2020-04-04;Résidentiels;18998809693.0
2020-04-06;Résidentiels;15842639121.0
2020-04-08;Résidentiels;14227760534.0
2020-04-09;Résidentiels;13448559459.0
2020-04-09;Entreprises;10779795061.0
2020-04-09;PME / PMI;3681266772.0
2020-04-10;PME / PMI;3526198774.0
2020-05-20;PME / PMI;3951010174.0
2020-06-03;Professionnels;3783986336.0
2020-06-15;Résidentiels;11403685784.0
2020-06-15;Professionnels;3430201729.0
2020-07-25;PME / PMI;4266436301.0
2020-08-08;Professionnels;3997928254.0
2020-08-18;Résidentiels;11049734317.0
2020-08-24;Entreprises;12206404188.0
2020-08-24;Professionnels;3653884748.0
2020-08-28;Entreprises;12886789713.0
2020-10-08;Résidentiels;14619234200.0
2020-10-08;Professionnels;4720423790.0
2020-12-17;Entreprises;13928374818.0
2020-12-17;PME / PMI;5829478695.0
2021-01-07;Entreprises;17737277243.0
2021-02-08;PME / PMI;3929673125.0
2021-02-19;Professionnels;5504891664.0
2021-02-21;Entreprises;10513483102.0
2021-02-21;PME / PMI;2279718815.0
2021-02-21;Professionnels;4119467595.0
2016-03-23;Entreprises;14781566182.0
2016-03-24;Entreprises;14717362265.0
2016-04-07;Résidentiels;17439964179.0
2016-04-25;Entreprises;13570780012.0
2016-05-23;PME / PMI;4946603806.0
2016-06-16;Entreprises;13979200674.0
2016-07-02;Résidentiels;11226292664.0
2016-07-11;Résidentiels;11062137688.0
2016-07-11;Professionnels;3692622390.0
2016-08-25;Résidentiels;10819841491.0
2016-08-25;Entreprises;14433641784.0
2016-08-25;Professionnels;3899739695.0
2016-08-29;Entreprises;13575157109.0
2016-09-01;PME / PMI;5104184976.0
2016-10-05;Résidentiels;12291086678.0
2016-10-15;Résidentiels;16638778384.0
2016-10-17;Professionnels;4421654424.0
2016-11-22;Professionnels;5626760759.0
2016-12-04;Résidentiels;28358866765.0
2016-12-28;Entreprises;11864667258.0
2017-01-19;Résidentiels;33985948780.0
2017-01-27;Professionnels;7554053411.0
2017-04-03;Entreprises;13283354609.0
2017-05-23;PME / PMI;4761794133.0
2017-05-23;Professionnels;3736276809.0
2017-06-25;Résidentiels;11667038429.0
2017-06-25;Professionnels;3039326891.0
2017-07-04;Entreprises;14741401992.0
2017-07-07;Résidentiels;10854939493.0
2017-08-06;PME / PMI;3638565358.0
2017-08-16;Professionnels;3572873449.0
2017-09-22;PME / PMI;4823594849.0
2017-09-30;Entreprises;9993052529.0
2017-10-09;Entreprises;13447033878.0
2017-11-12;PME / PMI;4216368461.0
2017-11-12;Professionnels;4347837347.0
2017-11-23;Professionnels;5484960090.0
2017-12-15;Entreprises;14787513439.0
2017-12-28;PME / PMI;6865822649.0
2018-01-13;Entreprises;10906816053.0
2018-01-15;Résidentiels;25599444910.0
2018-02-19;Entreprises;14649040397.0
2018-03-04;Professionnels;5173397986.0
2018-03-10;Résidentiels;20103315362.0
2018-03-10;Entreprises;10439527894.0
2018-03-25;Professionnels;4487612947.0
2018-03-28;Professionnels;5525046473.0
2018-04-06;PME / PMI;5630191698.0
2018-04-13;Professionnels;4777159364.0
2018-04-29;PME / PMI;3342586676.0
2018-05-28;Professionnels;3498080142.0
2018-07-11;Professionnels;3860288944.0
2018-08-14;Résidentiels;9706169694.0
2018-08-14;PME / PMI;4808774236.0
2018-08-20;PME / PMI;4780914281.0
2018-08-31;Entreprises;13519493225.0
2018-09-24;Entreprises;13353465976.0
2018-09-30;Résidentiels;12839392828.0
2018-10-29;Professionnels;5426342444.0
2018-10-30;Entreprises;14545171586.0
